"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","31","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Tue Oct 26 14:41:13 GMT 2021","Tue Oct 26 14:41:14 GMT 2021","1017","","behave","","","","turn off switch",""
"passed","Tue Oct 26 14:41:12 GMT 2021","Tue Oct 26 14:41:13 GMT 2021","399","","behave","","","","toggle on switch",""
"passed","Tue Oct 26 14:41:32 GMT 2021","Tue Oct 26 14:41:33 GMT 2021","843","","behave","","","","add item",""
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Oct 26 14:41:24 GMT 2021","Tue Oct 26 14:41:25 GMT 2021","1030","","behave","","","","tracker",""
"passed","Tue Oct 26 14:41:24 GMT 2021","Tue Oct 26 14:41:24 GMT 2021","368","","behave","","","","triger automation",""
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","3","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Oct 26 14:41:22 GMT 2021","Tue Oct 26 14:41:23 GMT 2021","442","","behave","","","","set light brightness",""
"passed","Tue Oct 26 14:41:12 GMT 2021","Tue Oct 26 14:41:12 GMT 2021","398","","behave","","","","toggle off switch",""
"passed","Tue Oct 26 14:41:23 GMT 2021","Tue Oct 26 14:41:23 GMT 2021","346","","behave","","","","decrease light brightness",""
"passed","Tue Oct 26 14:41:25 GMT 2021","Tue Oct 26 14:41:32 GMT 2021","6440","","behave","","","","set climate temperature",""
"passed","Tue Oct 26 14:41:12 GMT 2021","Tue Oct 26 14:41:12 GMT 2021","397","","behave","","","","turn on switch",""
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Tue Oct 26 14:41:10 GMT 2021","Tue Oct 26 14:41:12 GMT 2021","1214","","behave","","","","read sensor",""
"passed","Tue Oct 26 14:41:14 GMT 2021","Tue Oct 26 14:41:22 GMT 2021","8188","","behave","","","","turn on light",""
"passed","Tue Oct 26 14:41:23 GMT 2021","Tue Oct 26 14:41:23 GMT 2021","374","","behave","","","","increase light brightness",""
"passed","Tue Oct 26 14:41:23 GMT 2021","Tue Oct 26 14:41:24 GMT 2021","666","","behave","","","","turn off light",""
"passed","Tue Oct 26 14:41:06 GMT 2021","Tue Oct 26 14:41:06 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
