"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 25 19:41:46 GMT 2022","Fri Feb 25 19:41:47 GMT 2022","722","","behave","","","","tracker",""
"passed","Fri Feb 25 19:41:45 GMT 2022","Fri Feb 25 19:41:46 GMT 2022","599","","behave","","","","triger automation",""
"passed","Fri Feb 25 19:41:45 GMT 2022","Fri Feb 25 19:41:45 GMT 2022","347","","behave","","","","decrease light brightness",""
"passed","Fri Feb 25 19:41:47 GMT 2022","Fri Feb 25 19:41:48 GMT 2022","1043","","behave","","","","set climate temperature",""
"passed","Fri Feb 25 19:41:48 GMT 2022","Fri Feb 25 19:41:54 GMT 2022","6526","","behave","","","","add item",""
"passed","Fri Feb 25 19:41:54 GMT 2022","Fri Feb 25 19:42:04 GMT 2022","10303","","behave","","","","show image of missing entity",""
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Fri Feb 25 19:41:36 GMT 2022","Fri Feb 25 19:41:44 GMT 2022","8303","","behave","","","","turn on light",""
"passed","Fri Feb 25 19:41:44 GMT 2022","Fri Feb 25 19:41:44 GMT 2022","378","","behave","","","","set light brightness",""
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Fri Feb 25 19:41:34 GMT 2022","Fri Feb 25 19:41:35 GMT 2022","392","","behave","","","","toggle on switch",""
"passed","Fri Feb 25 19:41:34 GMT 2022","Fri Feb 25 19:41:34 GMT 2022","350","","behave","","","","toggle off switch",""
"passed","Fri Feb 25 19:41:35 GMT 2022","Fri Feb 25 19:41:36 GMT 2022","632","","behave","","","","turn off switch",""
"passed","Fri Feb 25 19:41:44 GMT 2022","Fri Feb 25 19:41:45 GMT 2022","375","","behave","","","","increase light brightness",""
"passed","Fri Feb 25 19:41:34 GMT 2022","Fri Feb 25 19:41:34 GMT 2022","352","","behave","","","","turn on switch",""
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","31","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Fri Feb 25 19:41:29 GMT 2022","Fri Feb 25 19:41:29 GMT 2022","5","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Fri Feb 25 19:41:33 GMT 2022","Fri Feb 25 19:41:34 GMT 2022","1109","","behave","","","","read sensor",""
"passed","Fri Feb 25 19:42:04 GMT 2022","Fri Feb 25 19:42:05 GMT 2022","336","","behave","","","","show image",""
"passed","Fri Feb 25 19:41:45 GMT 2022","Fri Feb 25 19:41:45 GMT 2022","334","","behave","","","","turn off light",""
