"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 26 19:13:45 GMT 2021","Tue Oct 26 19:13:46 GMT 2021","340","","behave","","","","toggle on switch",""
"passed","Tue Oct 26 19:13:56 GMT 2021","Tue Oct 26 19:13:56 GMT 2021","430","","behave","","","","turn off light",""
"passed","Tue Oct 26 19:13:45 GMT 2021","Tue Oct 26 19:13:45 GMT 2021","390","","behave","","","","turn on switch",""
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","33","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","4","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Tue Oct 26 19:13:49 GMT 2021","Tue Oct 26 19:13:55 GMT 2021","5883","","behave","","","","set light brightness",""
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Oct 26 19:13:55 GMT 2021","Tue Oct 26 19:13:55 GMT 2021","394","","behave","","","","increase light brightness",""
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Tue Oct 26 19:13:57 GMT 2021","Tue Oct 26 19:13:58 GMT 2021","1017","","behave","","","","tracker",""
"passed","Tue Oct 26 19:13:46 GMT 2021","Tue Oct 26 19:13:46 GMT 2021","673","","behave","","","","turn off switch",""
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Oct 26 19:13:59 GMT 2021","Tue Oct 26 19:14:05 GMT 2021","5878","","behave","","","","add item",""
"passed","Tue Oct 26 19:13:55 GMT 2021","Tue Oct 26 19:13:56 GMT 2021","647","","behave","","","","decrease light brightness",""
"passed","Tue Oct 26 19:13:44 GMT 2021","Tue Oct 26 19:13:45 GMT 2021","1060","","behave","","","","read sensor",""
"passed","Tue Oct 26 19:13:45 GMT 2021","Tue Oct 26 19:13:45 GMT 2021","340","","behave","","","","toggle off switch",""
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Oct 26 19:13:58 GMT 2021","Tue Oct 26 19:13:59 GMT 2021","1370","","behave","","","","set climate temperature",""
"passed","Tue Oct 26 19:13:39 GMT 2021","Tue Oct 26 19:13:39 GMT 2021","3","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue Oct 26 19:13:56 GMT 2021","Tue Oct 26 19:13:57 GMT 2021","606","","behave","","","","triger automation",""
"passed","Tue Oct 26 19:13:46 GMT 2021","Tue Oct 26 19:13:49 GMT 2021","2422","","behave","","","","turn on light",""
