"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 16 06:27:23 GMT 2022","Wed Mar 16 06:27:24 GMT 2022","1017","","behave","","","","turn off light",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Wed Mar 16 06:27:23 GMT 2022","Wed Mar 16 06:27:23 GMT 2022","404","","behave","","","","decrease light brightness",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","75","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Wed Mar 16 06:27:32 GMT 2022","Wed Mar 16 06:27:32 GMT 2022","747","","behave","","","","set climate temperature",""
"passed","Wed Mar 16 06:27:24 GMT 2022","Wed Mar 16 06:27:27 GMT 2022","3394","","behave","","","","triger automation",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Wed Mar 16 06:27:08 GMT 2022","Wed Mar 16 06:27:11 GMT 2022","2996","","behave","","","","read sensor",""
"passed","Wed Mar 16 06:27:18 GMT 2022","Wed Mar 16 06:27:22 GMT 2022","3456","","behave","","","","turn on light",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","5","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","8","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Wed Mar 16 06:27:22 GMT 2022","Wed Mar 16 06:27:23 GMT 2022","634","","behave","","","","increase light brightness",""
"passed","Wed Mar 16 06:27:12 GMT 2022","Wed Mar 16 06:27:13 GMT 2022","640","","behave","","","","toggle on switch",""
"passed","Wed Mar 16 06:27:22 GMT 2022","Wed Mar 16 06:27:22 GMT 2022","410","","behave","","","","set light brightness",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Wed Mar 16 06:27:27 GMT 2022","Wed Mar 16 06:27:32 GMT 2022","4148","","behave","","","","tracker",""
"passed","Wed Mar 16 06:27:13 GMT 2022","Wed Mar 16 06:27:18 GMT 2022","5544","","behave","","","","turn off switch",""
"passed","Wed Mar 16 06:27:11 GMT 2022","Wed Mar 16 06:27:12 GMT 2022","385","","behave","","","","turn on switch",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Mar 16 06:27:32 GMT 2022","Wed Mar 16 06:27:33 GMT 2022","578","","behave","","","","add item",""
"passed","Wed Mar 16 06:27:12 GMT 2022","Wed Mar 16 06:27:12 GMT 2022","388","","behave","","","","toggle off switch",""
"passed","Wed Mar 16 06:27:04 GMT 2022","Wed Mar 16 06:27:04 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
