2021-10-25 12:52:54.699 | INFO     |  5737 | __main__:main:50 | Starting message bus service...
2021-10-25 12:52:54.700 | INFO     |  5737 | mycroft.messagebus.load_config:load_message_bus_config:33 | Loading message bus configs
2021-10-25 12:52:54.727 | INFO     |  5737 | __main__:on_ready:37 | Message bus service started!
2021-10-25 12:52:54.731 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 1.84ms
2021-10-25 12:52:54.741 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 0.62ms
2021-10-25 12:52:54.836 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 0.53ms
2021-10-25 12:52:54.844 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 0.55ms
2021-10-25 12:52:54.918 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 0.63ms
2021-10-25 12:54:30.340 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 1.01ms
2021-10-25 12:54:30.367 | INFO     |  5737 | tornado.access | 101 GET /core (127.0.0.1) 0.61ms
2021-10-25 12:55:11.259 | INFO     |  5737 | __main__:on_stopping:45 | Message bus is shutting down...
