"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 19 07:27:35 GMT 2021","Fri Nov 19 07:27:35 GMT 2021","374","","behave","","","","increase light brightness",""
"passed","Fri Nov 19 07:27:38 GMT 2021","Fri Nov 19 07:27:44 GMT 2021","6524","","behave","","","","tracker",""
"passed","Fri Nov 19 07:27:25 GMT 2021","Fri Nov 19 07:27:26 GMT 2021","638","","behave","","","","toggle on switch",""
"passed","Fri Nov 19 07:27:44 GMT 2021","Fri Nov 19 07:27:45 GMT 2021","822","","behave","","","","set climate temperature",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Fri Nov 19 07:27:37 GMT 2021","Fri Nov 19 07:27:38 GMT 2021","1037","","behave","","","","triger automation",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Fri Nov 19 07:27:36 GMT 2021","Fri Nov 19 07:27:37 GMT 2021","746","","behave","","","","turn off light",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Fri Nov 19 07:27:23 GMT 2021","Fri Nov 19 07:27:24 GMT 2021","960","","behave","","","","read sensor",""
"passed","Fri Nov 19 07:27:45 GMT 2021","Fri Nov 19 07:27:46 GMT 2021","536","","behave","","","","add item",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Fri Nov 19 07:27:24 GMT 2021","Fri Nov 19 07:27:25 GMT 2021","380","","behave","","","","turn on switch",""
"passed","Fri Nov 19 07:27:35 GMT 2021","Fri Nov 19 07:27:35 GMT 2021","408","","behave","","","","set light brightness",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Fri Nov 19 07:27:25 GMT 2021","Fri Nov 19 07:27:25 GMT 2021","384","","behave","","","","toggle off switch",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Fri Nov 19 07:27:26 GMT 2021","Fri Nov 19 07:27:30 GMT 2021","3897","","behave","","","","turn off switch",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","4","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Fri Nov 19 07:27:30 GMT 2021","Fri Nov 19 07:27:35 GMT 2021","5081","","behave","","","","turn on light",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","25","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Fri Nov 19 07:27:35 GMT 2021","Fri Nov 19 07:27:36 GMT 2021","576","","behave","","","","decrease light brightness",""
"passed","Fri Nov 19 07:27:20 GMT 2021","Fri Nov 19 07:27:20 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
