"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 25 08:43:23 GMT 2021","Mon Oct 25 08:43:24 GMT 2021","796","","behave","","","","set climate temperature",""
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","29","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Mon Oct 25 08:43:16 GMT 2021","Mon Oct 25 08:43:23 GMT 2021","7523","","behave","","","","tracker",""
"passed","Mon Oct 25 08:43:04 GMT 2021","Mon Oct 25 08:43:04 GMT 2021","347","","behave","","","","toggle off switch",""
"passed","Mon Oct 25 08:43:05 GMT 2021","Mon Oct 25 08:43:14 GMT 2021","8245","","behave","","","","turn on light",""
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","3","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Mon Oct 25 08:43:15 GMT 2021","Mon Oct 25 08:43:16 GMT 2021","359","","behave","","","","triger automation",""
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Mon Oct 25 08:43:14 GMT 2021","Mon Oct 25 08:43:14 GMT 2021","364","","behave","","","","set light brightness",""
"passed","Mon Oct 25 08:43:03 GMT 2021","Mon Oct 25 08:43:04 GMT 2021","389","","behave","","","","turn on switch",""
"passed","Mon Oct 25 08:43:04 GMT 2021","Mon Oct 25 08:43:05 GMT 2021","1021","","behave","","","","turn off switch",""
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Mon Oct 25 08:43:24 GMT 2021","Mon Oct 25 08:43:25 GMT 2021","582","","behave","","","","add item",""
"passed","Mon Oct 25 08:43:14 GMT 2021","Mon Oct 25 08:43:15 GMT 2021","341","","behave","","","","decrease light brightness",""
"passed","Mon Oct 25 08:43:14 GMT 2021","Mon Oct 25 08:43:14 GMT 2021","389","","behave","","","","increase light brightness",""
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","4","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Mon Oct 25 08:43:02 GMT 2021","Mon Oct 25 08:43:03 GMT 2021","1068","","behave","","","","read sensor",""
"passed","Mon Oct 25 08:43:04 GMT 2021","Mon Oct 25 08:43:04 GMT 2021","388","","behave","","","","toggle on switch",""
"passed","Mon Oct 25 08:42:58 GMT 2021","Mon Oct 25 08:42:58 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Mon Oct 25 08:43:15 GMT 2021","Mon Oct 25 08:43:15 GMT 2021","674","","behave","","","","turn off light",""
