"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","26","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Tue Oct 26 19:04:43 GMT 2021","Tue Oct 26 19:04:44 GMT 2021","1012","","behave","","","","turn off light",""
"passed","Tue Oct 26 19:04:52 GMT 2021","Tue Oct 26 19:04:53 GMT 2021","673","","behave","","","","add item",""
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Oct 26 19:04:45 GMT 2021","Tue Oct 26 19:04:52 GMT 2021","6324","","behave","","","","tracker",""
"passed","Tue Oct 26 19:04:33 GMT 2021","Tue Oct 26 19:04:41 GMT 2021","8622","","behave","","","","turn off switch",""
"passed","Tue Oct 26 19:04:42 GMT 2021","Tue Oct 26 19:04:43 GMT 2021","667","","behave","","","","increase light brightness",""
"passed","Tue Oct 26 19:04:31 GMT 2021","Tue Oct 26 19:04:32 GMT 2021","383","","behave","","","","turn on switch",""
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue Oct 26 19:04:32 GMT 2021","Tue Oct 26 19:04:33 GMT 2021","673","","behave","","","","toggle on switch",""
"passed","Tue Oct 26 19:04:52 GMT 2021","Tue Oct 26 19:04:52 GMT 2021","661","","behave","","","","set climate temperature",""
"passed","Tue Oct 26 19:04:41 GMT 2021","Tue Oct 26 19:04:42 GMT 2021","707","","behave","","","","turn on light",""
"passed","Tue Oct 26 19:04:44 GMT 2021","Tue Oct 26 19:04:45 GMT 2021","1032","","behave","","","","triger automation",""
"passed","Tue Oct 26 19:04:30 GMT 2021","Tue Oct 26 19:04:31 GMT 2021","966","","behave","","","","read sensor",""
"passed","Tue Oct 26 19:04:32 GMT 2021","Tue Oct 26 19:04:32 GMT 2021","345","","behave","","","","toggle off switch",""
"passed","Tue Oct 26 19:04:42 GMT 2021","Tue Oct 26 19:04:42 GMT 2021","343","","behave","","","","set light brightness",""
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Oct 26 19:04:43 GMT 2021","Tue Oct 26 19:04:43 GMT 2021","363","","behave","","","","decrease light brightness",""
"passed","Tue Oct 26 19:04:27 GMT 2021","Tue Oct 26 19:04:27 GMT 2021","3","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
