"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 04 08:31:06 GMT 2021","Thu Nov 04 08:31:06 GMT 2021","382","","behave","","","","toggle off switch",""
"passed","Thu Nov 04 08:31:17 GMT 2021","Thu Nov 04 08:31:17 GMT 2021","566","","behave","","","","decrease light brightness",""
"passed","Thu Nov 04 08:31:05 GMT 2021","Thu Nov 04 08:31:06 GMT 2021","966","","behave","","","","read sensor",""
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Thu Nov 04 08:31:19 GMT 2021","Thu Nov 04 08:31:26 GMT 2021","6568","","behave","","","","tracker",""
"passed","Thu Nov 04 08:31:26 GMT 2021","Thu Nov 04 08:31:26 GMT 2021","782","","behave","","","","set climate temperature",""
"passed","Thu Nov 04 08:31:06 GMT 2021","Thu Nov 04 08:31:07 GMT 2021","639","","behave","","","","toggle on switch",""
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Thu Nov 04 08:31:26 GMT 2021","Thu Nov 04 08:31:27 GMT 2021","575","","behave","","","","add item",""
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","25","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Thu Nov 04 08:31:16 GMT 2021","Thu Nov 04 08:31:17 GMT 2021","376","","behave","","","","increase light brightness",""
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Thu Nov 04 08:31:18 GMT 2021","Thu Nov 04 08:31:19 GMT 2021","1037","","behave","","","","triger automation",""
"passed","Thu Nov 04 08:31:06 GMT 2021","Thu Nov 04 08:31:06 GMT 2021","384","","behave","","","","turn on switch",""
"passed","Thu Nov 04 08:31:16 GMT 2021","Thu Nov 04 08:31:16 GMT 2021","409","","behave","","","","set light brightness",""
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","3","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Thu Nov 04 08:31:07 GMT 2021","Thu Nov 04 08:31:11 GMT 2021","4267","","behave","","","","turn off switch",""
"passed","Thu Nov 04 08:31:01 GMT 2021","Thu Nov 04 08:31:01 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Thu Nov 04 08:31:11 GMT 2021","Thu Nov 04 08:31:16 GMT 2021","4712","","behave","","","","turn on light",""
"passed","Thu Nov 04 08:31:17 GMT 2021","Thu Nov 04 08:31:18 GMT 2021","708","","behave","","","","turn off light",""
